Week,Promotion1,Promotion2,Promotion3,Promotion4,Promotion5,Promotion6,Promotion7,Price1,Price2,Price3,Price4,Price5,Price6,Price7
1,0,0,0,0,0,0,0,0.913804552,0.88455229,1.778123292,0.891331181,1.579051359,3.401774739,0.813336508
2,0,0,0,0,0,0,0,0.753282772,0.75,1.774949062,0.888934895,1.575336182,3.399962436,0.811435411
3,0,0,0,0,0,0,0,0.753156874,0.88301501,1.772640104,0.777794206,1.57400055,3.397683585,0.810367311
4,0,0,0,0.229854529,1,0,1,0.918930104,0.75,1.774979869,0.777612526,1.437509137,3.397284042,0.686467557
5,1,0,0,0,1,0,0,0.69,0.883008022,1.766870037,0.888277166,1.43422161,3.389411314,0.811198095
6,0,0,0,1,0,0,0,0.920426157,0.889399195,1.771995481,0.757304058,1.437661843,3.397876985,0.816245365
7,0,0,0,0.230890763,0,0,0,0.919857211,0.887852121,1.771916795,0.757195701,1.572762665,3.395601032,0.804226714
8,0,0,0,1,0,0,0,0.75,0.890519114,1.771604537,0.75725359,1.572683182,3.396162292,0.807991807
9,0,0,0,0,0,0,0,0.917023859,0.887810569,1.770944661,0.891700598,1.571772594,3.392756273,0.803745061
10,0,0,0,0.227666952,0,0,1,0.914852944,0.884012434,1.774430242,0.860702758,1.574347701,3.397409789,0.741393867
11,0,0,0,0,0,0,0.670145099,0.778599386,0.886075077,1.773005755,0.862782913,1.572622197,3.398244899,0.743532434
12,0,1,0,0.230678172,0,0,1,0.913714835,0.68654293,1.769101993,0.861491854,1.413595704,3.392728318,0.743253939
13,0,0,0,0.231798386,1,0,1,0.839178164,0.883546059,1.771667963,0.860634122,1.414110199,3.397878106,0.742406139
14,0.790825684,0,0,0,0,0,0.351814984,0.838769334,0.883700897,1.771756108,0.860949567,1.414221882,3.39787073,0.741877064
15,0.209362123,0,0,0,0,0,0,0.842239556,0.888723467,1.771826146,0.864420268,1.572851388,3.39871077,0.803942235
16,0.767195867,0,0,0.226122875,0,0,0,0.842419692,0.887245517,1.769166528,0.864682289,1.570445166,3.393809292,0.8044957
17,0,0,0,0.258784112,0,0,0,0.75,0.882358539,1.767139718,0.854252364,1.568950689,3.389101482,0.799470672
18,0,0,0,0,0,0,1,0.91145382,0.881106229,1.77037199,0.886636553,1.571764599,3.394043549,0.49
19,0,0.69496744,0,0,0,0,0,0.915560448,0.780374511,1.769341189,0.69,1.570319147,3.395200938,0.801767552
20,0,0.695472091,0,0,0,0,0,0.916919462,0.780012349,1.771180791,0.69,1.572241015,3.395181655,0.731927746
21,0,0.694379506,0,0.770686633,0,0,0.647139789,0.907625596,0.779715128,1.77047817,0.69,1.501391942,3.393055128,0.727934341
22,0,0,0,0,0,0,1,0.913716335,0.887054125,1.771966967,0.771600476,1.502666653,3.396367294,0.730479435
23,0,0,0,0,0,0,1,0.90972986,0.883736202,1.770699734,0.888777948,1.501438002,3.394359588,0.729040521
24,0,0,0,0,1,0,0.343941261,0.906251844,0.777144708,1.768109334,0.88633588,1.39,3.391485865,0.728656333
25,0,0,1,0,1,1,0,0.59,0.885744525,1.59,0.890993257,1.39,3.273007713,0.730067388
26,0.215105583,0,0.775340514,0.771135656,1,1,0,0.59,0.883411084,1.59,0.59,1.39,3.271194373,0.729161023
27,0.208680754,0,0.775920939,1,1,0,1,0.69,0.887822817,1.59,0.59,1.370879054,3.394509198,0.731028986
28,0,0,0.774088466,0,1,0,1,0.69,0.885324325,1.611358766,0.892567998,1.370401975,3.392345757,0.685577667
29,0,1,0,0,1,0,0,0.908831588,0.665454178,1.611397124,0.895773176,1.371013234,3.394070042,0.685699631
30,0.225238278,0.303511008,1,0,1,0,0,0.778599861,0.666666667,1.611099376,0.89199276,1.369914241,3.391463057,0.801069901
31,1,0.696430632,1,0.230716568,1,0,0,0.778869623,0.666666667,1.611453654,0.779172286,1.370731274,3.19,0.806040692
32,0.220594768,1,0.220450666,0.770901358,0,0,1,0.68494075,0.666666667,1.607220656,0.77859098,1.490668185,3.19,0.685188802
33,1,0,0,0.232087216,0,0,0,0.683372962,0.876328762,1.764459982,0.778075271,1.496209434,3.379894087,0.792695346
34,0,0,0,0,0,0,0,0.895435005,0.877008189,1.766042256,0.777847636,1.497769813,3.380185834,0.790790915
35,1,0,0,0.772695247,0,0,0,0.687365201,0.707950841,1.767791204,0.777972516,1.39,3.380774631,0.791238462
36,1,0,0,0,0,0,0,0.686422528,0.701642621,1.769341407,0.777441267,1.39,3.385112427,0.792068563
37,1,0.332873722,0,0,0,0,0,0.695100269,0.703202333,1.771175474,0.895395351,1.501909108,3.394556215,0.805241602
38,1,0.694217979,0,0,0,0,0,0.695459339,0.707885059,1.771699252,0.897808755,1.502423917,3.396066919,0.80783544
39,0,0,0,0,0,0,0,0.907065108,0.887534237,1.77237121,0.895220556,1.503259279,3.397505837,0.685593538
40,0,1,0,0,0,0,0,0.9071006,0.84422896,1.770296812,0.69,1.39,3.392232292,0.801060386
41,0.767145432,0.693742642,0,0,0,0,0,0.77959682,0.844910711,1.771896377,0.897613332,1.39,3.395528344,0.803818097
42,0.765512585,0.308796795,0,0,0,0,0,0.779592825,0.845300644,1.77210868,0.898223111,1.39,3.394739206,0.807516425
43,0,1,0,0.232995645,1,1,0,0.90738463,0.843003268,1.772515301,0.59,1.39,3.265599726,0.803147732
44,0,0.308341846,0,0,0,1,0,0.911805478,0.845376721,1.772087059,0.898327058,1.502928219,3.264758541,0.74158985
45,0.231965015,0.306120492,0,0,0,0,0,0.779068522,0.847165958,1.772414959,0.89990208,1.50322321,3.264733342,0.743205727
46,0,0.692459513,0,0,0,1,0,0.778980263,0.846813163,1.77277344,0.899650915,1.503348565,3.264800451,0.685874952
47,0,0.695525035,0,0,0,1,0,0.778880772,0.843866142,1.767582765,0.894768561,1.499752449,3.257985134,0.685685388
48,0.769144765,0,0.224691394,0,0,0,0,0.665058037,0.889966209,1.611955301,0.896955678,1.501798918,3.392489649,0.685799052
49,0.765053711,1,0.77599283,0,0,0,0,0.665687712,0.778785179,1.611538949,0.898288757,1.500918057,3.19,0.808564057
50,1,0,1,0.767863394,1,1,0,0.663492023,0.888213096,1.612255262,0.69,1.29,3.19,0.806239902
51,1,0,1,1,1,0,0,0.69,0.894390335,1.612090919,0.69,1.29,3.19,0.8148088
52,0.765547061,0.308449923,0.770244471,0.232731528,1,1,0,0.91357398,0.666666667,1.611207436,0.69,1.29,3.19,0.811275994
53,0,1,0,0,0,0,0.641838625,0.913412731,0.666666667,1.771006143,0.899008603,1.501900718,3.39255458,0.682654549
54,0.233346817,1,0,0,0,0,0.352594543,0.778896466,0.666666667,1.771213797,0.900968106,1.50216994,3.391886066,0.686073531
55,0.767386841,1,0,0,1,0,0,0.779416992,0.666666667,1.77042266,0.903849207,1.371068207,3.392322413,0.815010066
56,0,0,0,0.23184587,1,0,0,0.914423899,0.89120896,1.769519724,0.779039113,1.370681845,3.388200781,0.811844268
57,0,0,0.258235867,0.232865264,0,0,0,0.914916371,0.893548486,1.69,0.779015696,1.371966305,3.3952835,0.814598449
58,1,0.591103785,1,0,1,0,0,0.687161052,0.720901628,1.69,0.779136116,1.371244751,3.393688125,0.811095239
59,0.233928465,0.303817887,0.851143058,0,0,0,0.359598348,0.69,0.721503906,1.69,0.902041751,1.502971832,3.393666839,0.684864315
60,0.766799585,1,0.13949396,0,1,0,0,0.69,0.71887904,1.69,0.901342204,1.39,3.394596187,0.813708786
61,0,0.6906068,0,0,1,0,0,0.916476062,0.724719012,1.738467468,0.903704836,1.39,3.402701819,0.815823709
62,0,0,0,0,1,0,0,0.912980156,0.892261462,1.733221253,0.900749118,1.39,3.400136665,0.812617346
63,0,0,0,0,0,0,0,0.915058045,0.894144619,1.756009858,0.90262583,1.39,3.401881638,0.814365289
64,0,0,0,0,0,0,0,0.898685246,0.893623795,1.739081718,0.902213447,1.39,3.40443154,0.813864895
65,0,0,0,0,1,0,0,0.898586202,0.893540492,1.739572734,0.902153213,1.39,3.395845383,0.813670898
66,0,0,0,0,1,0,0,0.899461339,0.894485787,1.743364998,0.902926611,1.39,3.364779295,0.809846939
67,0,0,0,0,0,0,0,0.897206637,0.892546732,1.789057185,0.900977274,1.39,3.349400919,0.807202911
68,0,0,0,0,1,0,0,0.901145152,0.896372051,1.744921522,0.905244738,1.39,3.339396805,0.794409038
69,0,0,0,0,1,0,0.628538156,0.897966599,0.893190153,1.774632242,0.901988584,1.39,3.34082274,0.790485032
70,0,0,0,0,0,0,0,0.898883478,0.893758634,1.784595525,0.901835838,1.508137231,3.369584211,0.794096967
71,0.23319801,0.279561775,0,0,0,0,0,0.779001228,0.793215094,1.74120939,0.902537447,1.506067239,3.353160368,0.7951406
72,0.766876741,0.896824463,0,0,0,0,0,0.59,0.792722359,1.775646622,0.902144828,1.50644598,3.364679207,0.802161257
73,0,0.276589391,0,0,0,0,0,0.899009703,0.793166983,1.71,0.902542148,1.505864697,3.329217905,0.800547845
74,0.232297742,0.089888033,0,0,1,0,0,0.4349303,0.894485787,1.71,0.902926611,1.39,3.396506765,0.801045664
75,1,0,0,0,0,0,1,0.902641563,0.898329789,1.785986455,0.906733151,1.39,3.412890554,0.49
76,0,0.35685616,0,0,1,0,0,0.90115592,0.29,1.782892494,0.904109072,1.39,3.40757254,0.800395671
77,0,0,0,0.768636698,1,0,0,0.90115592,0.895749836,1.780120537,0.59,1.39,3.409939483,0.798609697
78,0,0,0,0,0,0,0,0.899065046,0.893993397,1.778829112,0.90256006,1.506122058,3.407704909,0.796441575
79,0.230527967,1,0,0,0,0,0,0.905113155,0.661165099,1.781195919,0.908469043,1.508012047,3.413328304,0.800826006
80,1,0.785778915,0,0,0,0,0,0.686373389,0.666666667,1.777212337,0.899601376,1.50467881,3.412178878,0.794073567
81,0.767391133,0,1,0.231467057,0,0,0,0.69,0.892145561,1.59,0.902596717,1.506024248,3.413665294,0.796533989
82,0,0.081045495,1,0,0,0,0,0.901915185,0.902176687,1.59,0.823901489,1.490481769,3.412359734,0.798839043
83,0.769637749,0,0,0,0,0,0.582407789,0.903041043,0.914044161,1.775868917,0.825792245,1.505684978,3.412362053,0.720233587
84,0,0,0,0.231467057,0,0,0.736289885,0.903902208,0.914439594,1.776280258,0.724157467,1.506024248,3.407920352,0.720637348
85,1,0,0,0.231207063,1,0,0.617704424,0.780462441,0.915676132,1.775038049,0.724395609,1.442406432,3.410555578,0.799170686
86,0.766032574,0,0.779659859,0.236714797,0,0,0,0.78037036,0.915179593,1.651775034,0.784816209,1.442631192,3.415594602,0.80366389
87,0,1,1,0.232515347,0,0,0.126278878,0.779774851,0.69,1.650905326,0.781796973,1.442437584,3.408398377,0.800492802
88,0,0.929137474,1,0.231447977,0,0,0,0.898719275,0.69,1.651617312,0.789980656,1.506835875,3.411513131,0.802362181
89,0,0,1,0.769123352,0,0,0,0.893414721,0.834344349,1.649110471,0.78845667,1.501760476,3.399620224,0.797433623
90,0,0.146460785,1,0,0,0,0,0.898970756,0.836360481,1.650702092,0.791414629,1.504765384,3.408528272,0.802398304
91,0,0,0,0,0,0,0,0.765718823,0.834356181,1.774241834,0.789913612,1.504714523,3.408209106,0.676207668
92,0.767702258,0,0,0,1,0,0,0.767118584,0.837605462,1.775038049,0.829621554,1.368862014,3.409575611,0.679633239
93,0,0,0,0.175736464,0.779589147,0,0,0.639269206,0.824931033,1.774629614,0.751009893,1.368748487,3.407836547,0.677690832
94,0.180787693,0.147192866,0,0.764574718,0.780398899,0,0,0.642533497,0.771265814,1.775038049,0.753102187,1.368862014,3.408888199,0.679633239
95,0.769519644,0.113795162,0,0,0,0,0,0.64856815,0.772848804,1.775536036,0.829227131,1.369264338,3.408877373,0.655778944
96,0,0,0,0.177994511,0,0,0.765337541,0.764794965,0.831974691,1.773479145,0.822023658,1.504206776,3.407429657,0.529873828
97,0,0,0,0.583710731,0,0,0.263741312,0.758860631,0.83209919,1.772100413,0.751300726,1.502537125,3.397657062,0.534169671
98,0,0,0,0.178601284,0,0,0,0.7635889,0.83209919,1.772100413,0.753480459,1.518989207,3.39810932,0.676262749
99,0.179855341,0,0,0,0,0,0,0.763267641,0.80679077,1.77909149,0.7818937,1.520666707,3.396082116,0.642147745
100,0,0.751630875,0,0.764574718,0,0,0.005420366,0.774938539,0.69,1.781309245,0.782649724,1.522708175,3.397573223,0.643422059
101,0,0.624737353,0,0.579578463,0,0,0,0.829370078,0.690010911,1.767345203,0.785136195,1.519860793,3.37691798,0.682382873
102,0.180168242,0.113033751,0.179394548,0,0,0.73662587,0,0.829662126,0.69657925,1.653775259,0.840772607,1.510595931,3.239226788,0.68224411
103,0,0.744808075,0,0,0,0.741356828,0,0.836395813,0.69,1.659021964,0.844442382,1.513069765,3.243506929,0.684695662
104,0.583556985,0.740427182,0.76651312,0,0,0,0,0.68646713,0.694662301,1.644421354,0.830777103,1.511544681,3.243507811,0.807878898
105,0,0,0.771890976,0,0,0.74360185,0,0.822302712,0.831224336,1.5,0.785095217,1.509331354,3.23998662,0.803371547
106,0.621081925,0.012012276,0.597623455,0,0,0.570777648,0,0.743049263,0.804579376,1.522454112,0.771212565,1.509986367,3.256443139,0.779413648
107,0,0.741204641,0,0.865865717,0,0,0,0.833994778,0.741767545,1.777395479,0.728324691,1.510717783,3.39847307,0.780932542
108,0,0.860699142,0,0.73384264,0,0,0,0.832630212,0.741422237,1.778312068,0.731358292,1.511166795,3.401033391,0.779369988
109,0,0.86507324,0.019479702,0,0.017342199,0,0.040985088,0.829629239,0.725439411,1.709711594,0.785340643,1.50587025,3.41708241,0.815033351
110,0.004618757,0.479056756,0.524343513,0,0,0,0.26423694,0.788777217,0.678669564,1.5,0.782017427,1.48551618,3.416391573,0.808049481
111,0.926402426,0.886700305,0.849832184,0,0.966067198,0,0.259062514,0.686138391,0.678465811,1.5,0.779717592,1.374776971,3.414484016,0.808768395
112,0.927471633,0.45015293,0.390353771,0,0.966405792,0.022821047,0,0.695360784,0.677998134,1.5,0.782017427,1.382540394,3.389962142,0.823759975
113,0,0.980979527,0.980461333,0.006717928,0.017705471,0.943165382,0.005981916,0.830203444,0.589038994,1.5003756,0.767142263,1.477239726,3.288027594,0.812214881
114,0.004664116,0,0.9577752,0.847383884,0.979296118,0.911452864,0.426560214,0.801384797,0.828828392,1.521281673,0.726417227,1.37317125,3.301992991,0.801961608
115,0.483488868,0,0,0.846066024,0.979664021,0,0.838494179,0.686173906,0.829271059,1.780599837,0.730700856,1.374695819,3.41782077,0.800790157
116,0.481168562,0.005526991,0,0,0.962561148,0,0.256549365,0.686213473,0.796153677,1.778885023,0.782249254,1.387545306,3.413399503,0.80737147
117,0.481168562,0.408804874,0.02392235,0.441346042,0.017258101,0.035102806,0.584317354,0.686213473,0.741519842,1.752474497,0.782249254,1.480742109,3.372009855,0.823319959
118,0.93209039,0.773052789,0.946841953,0,0.98355611,0.93959136,0.004974317,0.686283318,0.745809742,1.64429761,0.739673458,1.373342275,3.19183426,0.826535777
119,0.464898961,0,0.815931717,0.414158113,0.983173008,0.369274909,0,0.691579586,0.83028495,1.641227648,0.651794052,1.372252366,3.194897532,0.827658566
120,0.004618757,0,0.946549801,0.297645794,0.966405792,0.911506431,0,0.812523057,0.832984789,1.643786455,0.651765147,1.393459085,3.233378281,0.826535777
121,0.447054238,0,0.494132587,0.301100028,0,0,0.422449793,0.768202775,0.83136316,1.643331562,0.65178566,1.509817109,3.414363549,0.825283622
122,0.893320984,0.334715482,0.945167915,0.862058579,0,0,0,0.772296334,0.769894529,1.64137083,0.651815317,1.50824552,3.411005395,0.823152601
123,0,0.861002137,0.356196205,0.424851534,0,0,0.13782837,0.836806041,0.772573194,1.645128998,0.651640584,1.510717783,3.417698368,0.815532008
124,0,0,0.929551548,0.301285145,0,0,0,0.837565602,0.834568553,1.659251067,0.652812678,1.51179955,3.419078744,0.828980433
125,0,0,0,0.810922162,0,0,0,0.837313446,0.834491082,1.7799195,0.665533873,1.505881619,3.416033375,0.828123997
126,0,0,0,0.356454945,0.036326023,0,0,0.836274019,0.832817268,1.778505247,0.665199181,1.475762248,3.412945144,0.82976466
127,0,0,0.035043992,0.935012359,0.33619388,0.031188196,0,0.832218287,0.834686268,1.764070255,0.656696694,1.420997515,3.41053992,0.828054601
128,0.112967885,0,0.981163098,0.011396148,0.351910187,0.975183888,0.000423538,0.816773539,0.83351126,1.672700601,0.766106613,1.420758269,3.379060042,0.824121001
129,0.578443306,0,0.505589281,0,0.951427993,0.37464569,0.028635211,0.818688795,0.831652749,1.678675707,0.576082194,1.42038828,3.37596827,0.694269114
130,0.027523667,0.104558136,0.029421469,0,0.951427993,0.034818028,0.404341957,0.834805868,0.820812863,1.759121223,0.761245527,1.42038828,3.406309957,0.652623258
131,0.038468653,0.963802646,0.370956879,0.022501013,0.951427993,0.975316601,0.404765495,0.722669639,0.393378447,1.640825838,0.655685099,1.42038828,3.373589696,0.670992191
132,0.853942772,0,0.821374942,0.985769406,0.950046465,0.974526373,0.399066464,0.5,0.818363775,1.642999071,0.498314797,1.421554166,3.338626583,0.725377461
133,0.979399695,0,0.821802305,0.97421205,0.360015305,0.423245468,0,0.515821929,0.82445771,1.647494247,0.5,1.412513431,2.99,0.822940225
134,0.57059781,0,0,0.974586632,0.983731883,0.975218694,0,0.836696388,0.82711223,1.778124484,0.515124539,1.36879816,2.99,0.823719716
135,0.440256259,0,0.008200009,0,0.398972995,0.975133154,0,0.835703753,0.777382425,1.763296454,0.779699051,1.375080808,2.99,0.82265241
136,0.443375492,0.951771659,0.526485761,0,0,0.418653113,0.579421077,0.836436652,0.647313613,1.672083887,0.780961559,1.509146082,3.000836291,0.788249288
137,0.443375492,0.506184149,0.549377578,0,0,0,0.905527477,0.82801443,0.647216104,1.672083887,0.766576198,1.509146082,3.411876294,0.770565454
138,0,0.881055222,0.426620074,0,0,0,0.332263157,0.759834328,0.649007611,1.672083887,0.715857864,1.508540756,3.412666505,0.775374464
139,0.411983548,0,1,0.001751325,0,0.009605324,0,0.65486399,0.809321694,1.672948508,0.700517815,1.510526732,3.383691843,0.821644867
140,0.972476334,0.99855961,1,0.423773518,0,0.444965073,0,0.654817107,0.741664554,1.672083887,0.643589735,1.509146082,3.211420918,0.823719716
141,0.972476334,0.537551732,0.558387799,0.973786863,0,1,0,0.654817107,0.741664554,1.672083887,0.643589735,1.509146082,3.212180585,0.823719716
142,0.966576309,0.998885934,1,0.555407978,0,1,0.009941197,0.655625056,0.743708587,1.672419835,0.644003244,1.473025032,3.212047818,0.804271489
143,0.966498049,0.112237748,1,0.55388149,0.424784914,1,0.349311274,0.659089772,0.813277894,1.673299697,0.644064285,1.29,3.228110181,0.79321197
144,0,1,0.453713773,0.428284336,0.433115096,0,0.339693007,0.786901769,0.741126955,1.66786132,0.643305018,1.29,3.399739093,0.79692903
145,0,0.919809435,0.461409829,0.85421513,0.446691401,0,0.357105197,0.786967412,0.74371618,1.671622657,0.643840406,1.29,3.409430406,0.781425356
146,0.413658895,0.914964945,1,0.969209748,0.419391785,0,0.341760567,0.7404334,0.745337725,1.671699865,0.647218633,1.29,3.412445207,0.766200113
147,0.535747761,0.038235124,0,0.012056335,0.430310386,0,0.338646894,0.743465378,0.830706472,1.775680458,0.698545361,1.297266758,3.408164883,0.767678568
148,0,0.029869317,0,0.446163423,0,0,0.344454055,0.78811317,0.832188027,1.776167556,0.643764427,1.509278678,3.407899979,0.7649666
149,0,0.480363024,0,0.853468419,0,0,0.337891983,0.78814611,0.834921075,1.77793303,0.636406661,1.509402499,3.414243453,0.767997757
150,0,0.480552332,0,0.576242156,0,0,0.336474967,0.787849112,0.832601307,1.780809895,0.592716468,1.509976241,3.418210804,0.768626499
151,0.970740715,0.026558421,0,1,0,0,0.337166445,0.6632883,0.819738498,1.779769806,0.592711241,1.509875077,3.417133384,0.768308635
152,0.971184218,1,0,0.449986655,0,0,0.332263157,0.6770017,0.659767666,1.778720199,0.592637279,1.509309905,3.416039183,0.770565454
153,0,0.004035426,0,0.457063886,0,0,0.338271066,0.784117305,0.796645278,1.77944859,0.592709444,1.509565997,3.417046229,0.767707066
154,0,0.089872373,0,1,0,0,0.332263157,0.804083748,0.796028864,1.778720199,0.592744844,1.509146082,3.412541717,0.770565454
155,0.125955126,0.004013701,0,1,0,0,0.335711899,0.80368796,0.796454256,1.778720717,0.592721382,1.509530966,3.413731131,0.776780045
156,0.436852311,0.003977682,0,0.457720868,0,0,0,0.802842721,0.796358645,1.77791223,0.592706158,1.509520934,3.411503977,0.821138135
157,0,0.478151309,0.012805468,0.885181393,0,0,0,0.802153151,0.592630195,1.762709748,0.605338545,1.5097956,3.414784974,0.818037961
158,1,0.547643521,1,0.434650907,0,0,0,0.588991603,0.59268833,1.685759901,0.714865489,1.509222142,3.412131416,0.820632999
159,0.011909695,0.915337784,0.997574458,0,0,0,0,0.804004547,0.605005663,1.687582976,0.713401984,1.508387405,3.410947804,0.821015299
160,0,0,0,0.574899556,0,0,0.33013523,0.800669888,0.797016429,1.776539762,0.592724642,1.507730412,3.412145275,0.821961158
161,0,1,0,0.420303138,0,0,0,0.803330188,0.59,1.776213749,0.713446093,1.507512538,3.410777129,0.821961158
162,0,0,0,0,0,0,0.33013523,0.803976469,0.795777034,1.776302362,0.713446093,1.507730412,3.410212881,0.769248934
163,0,0.384623738,0,0.421527462,0,0,0,0.804094781,0.796467781,1.776784892,0.713665535,1.508131567,3.412609191,0.821005547
164,1,0.83492267,0,0.119722472,0,0,0,0.59,0.795948914,1.776302362,0.713446093,1.507730412,3.411084285,0.821749518
165,1,0.382580789,0,0,0,0,0,0.637729626,0.796423066,1.776302362,0.713446093,1.507730412,3.403083092,0.821961158
166,0,0.380406373,0,0,0,0.974656898,0,0.803855292,0.796501147,1.777146332,0.713446093,1.507512538,3.348634109,0.821961158
167,0,0,0.005391879,0,0,0.97484292,0,0.803976469,0.796694429,1.763942821,0.713446093,1.507730412,3.352253744,0.821961158
168,0,0.358876515,1,0,0,0,0,0.803500843,0.796440337,1.694846418,0.713256001,1.507730412,3.414164961,0.821961158
169,0.559972369,0.358876515,1,0.574899556,0,0.007812128,0,0.646693486,0.796458355,1.695005607,0.59,1.507730412,3.379752513,0.821100853
170,0.559972369,0.003880999,1,0,0,1,0,0.646693486,0.792609595,1.694846418,0.713446093,1.507512538,3.213051785,0.825387069
171,0.122444603,0.163704541,0.999019977,0,0,0.992660596,0,0.804646659,0.758985958,1.701864818,0.71441618,1.509818549,3.232174776,0.840914955
172,0,0.162174181,0.071534444,0.425100444,0,0,0,0.803775499,0.758720146,1.705681204,0.713446093,1.507730412,3.412257755,0.844657817
173,0,0.162710246,0.99471847,0.122488716,0,0,0,0.803775499,0.763853672,1.618289624,0.655287709,1.507730412,3.411551396,0.844657817
